mode,AOI,analysis_type,dataset,target_year,history,required_constituent_years,training_support,target_support,complete_block_count,status,reason,RMSE,MAE,Bias,R2,Pearson_r,n
valid_retrieval_no_high,AOI-01,MULTI_AOI,primary,2025,W2022,2022,9709,9601,34,ESTIMABLE,,0.001242428429767229,0.0005031351925982338,5.742505955217569e-05,0.3999511273373355,0.7203625341946122,9601
valid_retrieval_no_high,AOI-01,MULTI_AOI,sensitivity,2025,W2022,2022,8935,7245,34,ESTIMABLE,,0.00132130993062584,0.0005233865545017092,1.4148244639227232e-05,0.377541543735322,0.7346169564585917,7245
valid_retrieval_no_high,AOI-01,MULTI_AOI,primary,2025,W2023,2023,15205,9601,35,ESTIMABLE,,0.0012098680224037,0.0005576301745310038,0.0001593946556148428,0.4309900517005192,0.7134506875280094,9601
valid_retrieval_no_high,AOI-01,MULTI_AOI,sensitivity,2025,W2023,2023,13919,7245,35,ESTIMABLE,,0.0013467333401383011,0.0005536954881791094,3.6102279027944705e-05,0.35335757153268077,0.7204061698472594,7245
valid_retrieval_no_high,AOI-01,MULTI_AOI,primary,2025,W2024,2024,10862,9601,35,ESTIMABLE,,0.0012350993319251607,0.0005652125927523529,0.00014854235779041672,0.4070096353521019,0.7054465839794869,9601
valid_retrieval_no_high,AOI-01,MULTI_AOI,sensitivity,2025,W2024,2024,9062,7245,35,ESTIMABLE,,0.0013120215818980896,0.000568058077188597,7.910311492902053e-05,0.3862621167363567,0.7236024957169402,7245
valid_retrieval_no_high,AOI-01,MULTI_AOI,primary,2025,W2022_2023,2022;2023,24912,9601,34,ESTIMABLE,,0.0012197323830697296,0.0005359453060655543,0.00011944664619506003,0.42167366177145105,0.7160638775658889,9601
valid_retrieval_no_high,AOI-01,MULTI_AOI,sensitivity,2025,W2022_2023,2022;2023,22853,7245,34,ESTIMABLE,,0.0013374047773249847,0.0005417816424621938,2.70613226831515e-05,0.36228488064995135,0.7258952219103195,7245
valid_retrieval_no_high,AOI-01,MULTI_AOI,primary,2025,W2023_2024,2023;2024,26067,9601,35,ESTIMABLE,,0.0012197222847369214,0.0005606587153263471,0.0001550806834690873,0.4216832378190176,0.7103775184797825,9601
valid_retrieval_no_high,AOI-01,MULTI_AOI,sensitivity,2025,W2023_2024,2023;2024,22981,7245,35,ESTIMABLE,,0.0013320979198352134,0.000560644062118982,5.50426724762492e-05,0.3673357805595674,0.7214946036479238,7245
