run_id,experiment_family,aoi,sensor,unit,training_years,evaluation_year,execution_status,task_id,start_timestamp,completion_timestamp,validation_status,design_hash,processing_hash
rolling_origin--AOI-03--sentinel2--R2024-H1,rolling_origin,AOI-03,sentinel2,R2024-H1,2023,2024,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:47.928011+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-03--sentinel2--R2024-H2,rolling_origin,AOI-03,sentinel2,R2024-H2,2022;2023,2024,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:47.955069+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-03--sentinel2--R2024-H3,rolling_origin,AOI-03,sentinel2,R2024-H3,2021;2022;2023,2024,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:47.986352+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-03--sentinel2--R2025-H1,rolling_origin,AOI-03,sentinel2,R2025-H1,2024,2025,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:48.011289+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-03--sentinel2--R2025-H2,rolling_origin,AOI-03,sentinel2,R2025-H2,2023;2024,2025,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:48.038386+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-03--sentinel2--R2025-H3,rolling_origin,AOI-03,sentinel2,R2025-H3,2022;2023;2024,2025,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:48.069194+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-03--landsat--R2024-H1,rolling_origin,AOI-03,landsat,R2024-H1,2023,2024,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:48.136235+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-03--landsat--R2024-H2,rolling_origin,AOI-03,landsat,R2024-H2,2022;2023,2024,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:48.161081+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-03--landsat--R2024-H3,rolling_origin,AOI-03,landsat,R2024-H3,2021;2022;2023,2024,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:48.186892+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-03--landsat--R2025-H1,rolling_origin,AOI-03,landsat,R2025-H1,2024,2025,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:48.209401+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-03--landsat--R2025-H2,rolling_origin,AOI-03,landsat,R2025-H2,2023;2024,2025,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:48.234520+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-03--landsat--R2025-H3,rolling_origin,AOI-03,landsat,R2025-H3,2022;2023;2024,2025,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:48.262872+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-03--modis--R2024-H1,rolling_origin,AOI-03,modis,R2024-H1,2023,2024,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:48.331994+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-03--modis--R2024-H2,rolling_origin,AOI-03,modis,R2024-H2,2022;2023,2024,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:48.359360+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-03--modis--R2024-H3,rolling_origin,AOI-03,modis,R2024-H3,2021;2022;2023,2024,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:48.390077+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-03--modis--R2025-H1,rolling_origin,AOI-03,modis,R2025-H1,2024,2025,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:48.414926+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-03--modis--R2025-H2,rolling_origin,AOI-03,modis,R2025-H2,2023;2024,2025,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:48.442657+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
rolling_origin--AOI-03--modis--R2025-H3,rolling_origin,AOI-03,modis,R2025-H3,2022;2023;2024,2025,COMPLETED,local-runner:21_run_rolling_origin_experiment.py,2026-08-29T05:02:48.474035+00:00,2026-08-29T05:02:58.814541+00:00,VALIDATED,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7
