sensitivity,variant,AOI,sensor,target_year,contrast,history_left,history_right,paired_block_n,mean_difference_RMSE,t,p,Holm_adjusted_p,significant
phase1_aggregation_order,reflectance_first_matched,AOI-02,sentinel2,2024,2y_vs_3y,2,3,38,0.004311320089192331,4.378582532230843,9.430485512892437e-05,0.00018860971025784875,True
phase1_aggregation_order,reflectance_first_matched,AOI-02,sentinel2,2025,1y_vs_2y,1,2,38,0.001630790018259518,3.0868279716587077,0.003821284704203777,0.011463854112611332,True
phase1_aggregation_order,reflectance_first_matched,AOI-02,sentinel2,2025,1y_vs_3y,1,3,38,0.002479135953674703,1.994872164130985,0.053461966546883725,0.10692393309376745,False
phase1_aggregation_order,reflectance_first_matched,AOI-02,sentinel2,2025,2y_vs_3y,2,3,38,0.0008483459354151848,1.1856215445380716,0.24333046619954848,0.24333046619954848,False
phase1_aggregation_order,reflectance_first_matched,AOI-03,landsat,2024,1y_vs_2y,1,2,35,0.004233314206908131,8.483948689741812,6.57658877777574e-10,1.972976633332722e-09,True
phase1_aggregation_order,reflectance_first_matched,AOI-03,landsat,2024,1y_vs_3y,1,3,35,0.004888868434335486,7.61301983696716,7.595131581007222e-09,1.5190263162014444e-08,True
phase1_aggregation_order,reflectance_first_matched,AOI-03,landsat,2024,2y_vs_3y,2,3,35,0.0006555542274273545,4.482702174451788,7.962287922850762e-05,7.962287922850762e-05,True
phase1_aggregation_order,reflectance_first_matched,AOI-03,landsat,2025,1y_vs_2y,1,2,35,-0.0026773927184837367,-5.361974209628526,5.8184720214830725e-06,1.1636944042966145e-05,True
phase1_aggregation_order,reflectance_first_matched,AOI-03,landsat,2025,1y_vs_3y,1,3,35,-0.0011991167722948497,-4.811076573665994,3.015164835700453e-05,3.015164835700453e-05,True
phase1_aggregation_order,reflectance_first_matched,AOI-03,landsat,2025,2y_vs_3y,2,3,35,0.001478275946188887,5.638124272300075,2.5435542167565466e-06,7.63066265026964e-06,True
phase1_aggregation_order,reflectance_first_matched,AOI-03,modis,2024,1y_vs_2y,1,2,35,-2.436755072284009e-05,-0.09484275334835449,0.9249964949101473,0.9249964949101473,False
phase1_aggregation_order,reflectance_first_matched,AOI-03,modis,2024,1y_vs_3y,1,3,35,-0.0004231329860537637,-1.1101366632789318,0.27473006856444243,0.5494601371288849,False
phase1_aggregation_order,reflectance_first_matched,AOI-03,modis,2024,2y_vs_3y,2,3,35,-0.00039876543533092363,-2.306046032053889,0.027334220642606998,0.08200266192782099,False
phase1_aggregation_order,reflectance_first_matched,AOI-03,modis,2025,1y_vs_2y,1,2,35,0.00033132331119362064,6.480107999563317,2.0635639572627885e-07,6.190691871788366e-07,True
phase1_aggregation_order,reflectance_first_matched,AOI-03,modis,2025,1y_vs_3y,1,3,35,0.00039250620565303446,1.6924369563097346,0.09970873020049476,0.1994174604009895,False
phase1_aggregation_order,reflectance_first_matched,AOI-03,modis,2025,2y_vs_3y,2,3,35,6.118289445941388e-05,0.28147044568347596,0.780055631115226,0.780055631115226,False
phase1_aggregation_order,reflectance_first_matched,AOI-03,sentinel2,2024,1y_vs_2y,1,2,35,9.530918022955e-05,0.27204196845617046,0.7872349810232977,1.0,False
phase1_aggregation_order,reflectance_first_matched,AOI-03,sentinel2,2024,1y_vs_3y,1,3,35,-0.0002564201245178734,-0.47802544094129334,0.6356913846489936,1.0,False
phase1_aggregation_order,reflectance_first_matched,AOI-03,sentinel2,2024,2y_vs_3y,2,3,35,-0.0003517293047474234,-1.7874305262583532,0.08278544104099947,0.2483563231229984,False
phase1_aggregation_order,reflectance_first_matched,AOI-03,sentinel2,2025,1y_vs_2y,1,2,35,-0.00036189037221215516,-1.3436932105741182,0.18794692235559593,0.37589384471119186,False
phase1_aggregation_order,reflectance_first_matched,AOI-03,sentinel2,2025,1y_vs_3y,1,3,35,-0.00018956103534334664,-0.9998180173218602,0.32446150798675694,0.37589384471119186,False
phase1_aggregation_order,reflectance_first_matched,AOI-03,sentinel2,2025,2y_vs_3y,2,3,35,0.00017232933686880847,2.052564474077363,0.04787601097636512,0.14362803292909535,False
