execution_id,experiment,AOI,sensor,train_years,target_year,processing_hash,source_manifest_hash,AOI_geometry_hash,block_manifest_hash,code_version,timestamp,window,slope,intercept,train_n,train_block_n
multi_aoi-451ffc919b335f8bfd3e,multi_aoi,AOI-02,landsat,2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,792e207368a1d79debf7e74afbbe8683dc0b35312b28d62ef8007e358b4b1c9d,af4df0f16941f432b974d6e8b45e35a5d7c1137eb538357ab65e2c7289f95a43,2026-08-11T15:27:24.145288+00:00,W2024,1.0145689898668873,-0.0883789183777191,1542,30
multi_aoi-96b6c8b4e3c3e4296e0d,multi_aoi,AOI-02,landsat,2022;2023,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,1afbdf5fe2c5cb53aacfdd97048cc74a2094c0a49ffac44d791da0ae62f6187c,af4df0f16941f432b974d6e8b45e35a5d7c1137eb538357ab65e2c7289f95a43,2026-08-11T15:27:24.192264+00:00,W2022_2023,0.9954864633534538,-0.08236274659659204,10105,15
multi_aoi-2601e49dcbee21b2af98,multi_aoi,AOI-02,landsat,2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,d8d8622ac2510e2f32e79cb38264f0b686b3f8f62664a25b0afe44fbaa6e6752,af4df0f16941f432b974d6e8b45e35a5d7c1137eb538357ab65e2c7289f95a43,2026-08-11T15:27:24.248437+00:00,W2023_2024,1.024334153531635,-0.0827417245398514,3407,14
multi_aoi-7e4b7d5e72139724180a,multi_aoi,AOI-02,landsat,2022;2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,d8d8622ac2510e2f32e79cb38264f0b686b3f8f62664a25b0afe44fbaa6e6752,af4df0f16941f432b974d6e8b45e35a5d7c1137eb538357ab65e2c7289f95a43,2026-08-11T15:27:24.301602+00:00,W2022_2024,0.9920488741735303,-0.07874941484579179,10599,14
multi_aoi-b0a0121b8b97f5af972b,multi_aoi,AOI-02,modis,2022,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,7418af55cae20a34b58eafb2985c4939c8fac1747c8ce9f0144dda0f812ea640,af4df0f16941f432b974d6e8b45e35a5d7c1137eb538357ab65e2c7289f95a43,2026-08-11T15:27:24.416015+00:00,W2022,1.0786818787665444,-0.1323418794515132,18558,38
multi_aoi-c9e27577761c00c8ac9b,multi_aoi,AOI-02,modis,2023,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,7d066ffd64956f6bd7b0aa6e03fba448950b6ee43b72f2b6e4515d06f01600af,af4df0f16941f432b974d6e8b45e35a5d7c1137eb538357ab65e2c7289f95a43,2026-08-11T15:27:24.479312+00:00,W2023,1.0997951923976506,-0.1675155461141249,9553,35
multi_aoi-3bfa30fcb7508f09ea2f,multi_aoi,AOI-02,modis,2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,7418af55cae20a34b58eafb2985c4939c8fac1747c8ce9f0144dda0f812ea640,af4df0f16941f432b974d6e8b45e35a5d7c1137eb538357ab65e2c7289f95a43,2026-08-11T15:27:24.538061+00:00,W2024,1.0791666078148947,-0.13168707625999132,17909,38
multi_aoi-e4eb93cf7d4ec3749f43,multi_aoi,AOI-02,modis,2022;2023,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,7d066ffd64956f6bd7b0aa6e03fba448950b6ee43b72f2b6e4515d06f01600af,af4df0f16941f432b974d6e8b45e35a5d7c1137eb538357ab65e2c7289f95a43,2026-08-11T15:27:24.610516+00:00,W2022_2023,1.0630927316723822,-0.13039874184425265,27583,35
multi_aoi-d8577ef83e48679cf7fe,multi_aoi,AOI-02,modis,2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,7d066ffd64956f6bd7b0aa6e03fba448950b6ee43b72f2b6e4515d06f01600af,af4df0f16941f432b974d6e8b45e35a5d7c1137eb538357ab65e2c7289f95a43,2026-08-11T15:27:24.718494+00:00,W2023_2024,1.0751804582260784,-0.13721088922673175,27078,35
multi_aoi-0a35068846c28919d0c6,multi_aoi,AOI-02,modis,2022;2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,7d066ffd64956f6bd7b0aa6e03fba448950b6ee43b72f2b6e4515d06f01600af,af4df0f16941f432b974d6e8b45e35a5d7c1137eb538357ab65e2c7289f95a43,2026-08-11T15:27:24.843625+00:00,W2022_2024,1.0712191511930467,-0.1320316438948811,45108,35
multi_aoi-f61a0360d96c4f74e404,multi_aoi,AOI-03,sentinel2,2022,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,af4df0f16941f432b974d6e8b45e35a5d7c1137eb538357ab65e2c7289f95a43,2026-08-11T15:27:25.018593+00:00,W2022,0.8372042917999825,-0.03734214781030837,19267,35
multi_aoi-8aeafa51bd99f34af2ae,multi_aoi,AOI-03,sentinel2,2023,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,af4df0f16941f432b974d6e8b45e35a5d7c1137eb538357ab65e2c7289f95a43,2026-08-11T15:27:25.083784+00:00,W2023,0.8238965927972801,-0.036637054853634304,16731,35
multi_aoi-a10708ea994114329641,multi_aoi,AOI-03,sentinel2,2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,af4df0f16941f432b974d6e8b45e35a5d7c1137eb538357ab65e2c7289f95a43,2026-08-11T15:27:25.147377+00:00,W2024,0.8225156139359112,-0.03184484833354012,19142,35
multi_aoi-39485d7bed89cea1b464,multi_aoi,AOI-03,sentinel2,2022;2023,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,af4df0f16941f432b974d6e8b45e35a5d7c1137eb538357ab65e2c7289f95a43,2026-08-11T15:27:25.219182+00:00,W2022_2023,0.8293543120646574,-0.03675656657890522,35998,35
multi_aoi-8f4dc0535effe377dbd5,multi_aoi,AOI-03,sentinel2,2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,af4df0f16941f432b974d6e8b45e35a5d7c1137eb538357ab65e2c7289f95a43,2026-08-11T15:27:25.332765+00:00,W2023_2024,0.8222434796223715,-0.033872000581052164,35873,35
multi_aoi-857f30914aa6022016e6,multi_aoi,AOI-03,sentinel2,2022;2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,af4df0f16941f432b974d6e8b45e35a5d7c1137eb538357ab65e2c7289f95a43,2026-08-11T15:27:25.457475+00:00,W2022_2024,0.8270263361017155,-0.035071035969743036,55140,35
multi_aoi-0afd38339cf775848833,multi_aoi,AOI-03,landsat,2022,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,af4df0f16941f432b974d6e8b45e35a5d7c1137eb538357ab65e2c7289f95a43,2026-08-11T15:27:25.643548+00:00,W2022,0.8794830332519278,-0.07694415233456961,16230,35
multi_aoi-6eebff4a27fbdf1ef135,multi_aoi,AOI-03,landsat,2023,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,af4df0f16941f432b974d6e8b45e35a5d7c1137eb538357ab65e2c7289f95a43,2026-08-11T15:27:25.702681+00:00,W2023,0.9643769491644603,-0.07494910528627186,11178,35
multi_aoi-7901b773558bbec52925,multi_aoi,AOI-03,landsat,2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,af4df0f16941f432b974d6e8b45e35a5d7c1137eb538357ab65e2c7289f95a43,2026-08-11T15:27:25.758773+00:00,W2024,0.8872859532100696,-0.07182197278252109,15551,35
multi_aoi-f31526435766b1646444,multi_aoi,AOI-03,landsat,2022;2023,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,af4df0f16941f432b974d6e8b45e35a5d7c1137eb538357ab65e2c7289f95a43,2026-08-11T15:27:25.823061+00:00,W2022_2023,0.9190494354718161,-0.07729541703790507,27408,35
multi_aoi-0d9c4d047931ccf6e956,multi_aoi,AOI-03,landsat,2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,af4df0f16941f432b974d6e8b45e35a5d7c1137eb538357ab65e2c7289f95a43,2026-08-11T15:27:25.926623+00:00,W2023_2024,0.915046001927823,-0.07232176131147403,26729,35
multi_aoi-457fd1e47aad79344611,multi_aoi,AOI-03,landsat,2022;2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,af4df0f16941f432b974d6e8b45e35a5d7c1137eb538357ab65e2c7289f95a43,2026-08-11T15:27:26.038256+00:00,W2022_2024,0.9060435273731696,-0.07506609062152703,42959,35
multi_aoi-b76061afda8574ae309a,multi_aoi,AOI-03,modis,2022,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,af4df0f16941f432b974d6e8b45e35a5d7c1137eb538357ab65e2c7289f95a43,2026-08-11T15:27:26.213434+00:00,W2022,0.9880589113373855,-0.10338806817693058,18858,35
multi_aoi-29ec68b91373506d8f24,multi_aoi,AOI-03,modis,2023,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,af4df0f16941f432b974d6e8b45e35a5d7c1137eb538357ab65e2c7289f95a43,2026-08-11T15:27:26.278639+00:00,W2023,1.0295265383476033,-0.10482926625998168,17967,35
multi_aoi-57334b35ec7e973e17de,multi_aoi,AOI-03,modis,2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,af4df0f16941f432b974d6e8b45e35a5d7c1137eb538357ab65e2c7289f95a43,2026-08-11T15:27:26.343333+00:00,W2024,0.942723602090946,-0.10776095969472457,18695,35
multi_aoi-ab2fb068dd8fef35c03c,multi_aoi,AOI-03,modis,2022;2023,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,af4df0f16941f432b974d6e8b45e35a5d7c1137eb538357ab65e2c7289f95a43,2026-08-11T15:27:26.415913+00:00,W2022_2023,1.0134096080627302,-0.10518345600012216,36825,35
multi_aoi-b19400a0cc81aecb9fcb,multi_aoi,AOI-03,modis,2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,af4df0f16941f432b974d6e8b45e35a5d7c1137eb538357ab65e2c7289f95a43,2026-08-11T15:27:26.530271+00:00,W2023_2024,0.9656633406731697,-0.10169441721819983,36662,35
multi_aoi-7b37e5abe16164620cff,multi_aoi,AOI-03,modis,2022;2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,af4df0f16941f432b974d6e8b45e35a5d7c1137eb538357ab65e2c7289f95a43,2026-08-11T15:27:26.652382+00:00,W2022_2024,0.9696778135810633,-0.10149331436497622,55520,35
