sensitivity,variant,experiment,AOI,sensor,train_years,target_year,window,status,held_out_year,train_n,test_n,RMSE,MAE,Bias,R2,Pearson_r,n
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-02,sentinel2,2024,2025,W2024,NOT_APPLICABLE,NA,NA,NA,NA,NA,NA,NA,NA,
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-02,sentinel2,2022;2023,2025,W2022_2023,COMPLETED,2022,2921,9250,0.0513638799570585,0.04011393926148291,0.006583508571239443,0.9031550280434925,0.9511814172358474,9250.0
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-02,sentinel2,2022;2023,2025,W2022_2023,COMPLETED,2023,9250,2921,0.06271465944628457,0.047500294009557596,-0.006578827958059911,0.8676321278609871,0.9322493060566773,2921.0
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-02,sentinel2,2023;2024,2025,W2023_2024,COMPLETED,2023,11508,2921,0.06393654676964682,0.04859418369697186,0.013855487094298645,0.8624239603940368,0.9322493060566774,2921.0
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-02,sentinel2,2023;2024,2025,W2023_2024,COMPLETED,2024,2921,11508,0.05608699904405211,0.044090896865158095,-0.013395667502816386,0.881239902270918,0.9424592178256378,11508.0
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-02,sentinel2,2022;2023;2024,2025,W2022_2024,COMPLETED,2022,14429,9250,0.053950161008486326,0.042033785867479356,0.017704755170540452,0.8931567910169413,0.9511814172358474,9250.0
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-02,sentinel2,2022;2023;2024,2025,W2022_2024,COMPLETED,2023,20758,2921,0.06253024003041632,0.047235670767039856,0.00447806922149865,0.8684094680855907,0.9322493060566776,2921.0
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-02,sentinel2,2022;2023;2024,2025,W2022_2024,COMPLETED,2024,12171,11508,0.05747724843595724,0.045369141512878484,-0.0183401739696492,0.8752794326274907,0.9424592178256391,11508.0
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-03,landsat,2022,2025,W2022,NOT_APPLICABLE,NA,NA,NA,NA,NA,NA,NA,NA,
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-03,landsat,2023,2025,W2023,NOT_APPLICABLE,NA,NA,NA,NA,NA,NA,NA,NA,
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-03,landsat,2024,2025,W2024,NOT_APPLICABLE,NA,NA,NA,NA,NA,NA,NA,NA,
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-03,landsat,2022;2023,2025,W2022_2023,COMPLETED,2022,6769,7706,0.03687504271125953,0.029422792403762187,0.0191456505673937,0.8743713941980963,0.9538082584042007,7706.0
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-03,landsat,2022;2023,2025,W2022_2023,COMPLETED,2023,7706,6769,0.041548295482918475,0.03127803234967296,-0.018961655124214785,0.8588192708639953,0.943294903949388,6769.0
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-03,landsat,2023;2024,2025,W2023_2024,COMPLETED,2023,7703,6769,0.04044209087701089,0.030569523894792217,-0.015881334535439433,0.866236938888251,0.9432748540515008,6769.0
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-03,landsat,2023;2024,2025,W2023_2024,COMPLETED,2024,6769,7703,0.037276039288351895,0.029020428521499303,0.01654450086406909,0.874591333257886,0.9499183655836845,7703.0
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-03,landsat,2022;2023;2024,2025,W2022_2024,COMPLETED,2022,14472,7706,0.03298118166316455,0.024904060270076946,0.010537913835587212,0.8995023516423397,0.9538298680349098,7706.0
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-03,landsat,2022;2023;2024,2025,W2022_2024,COMPLETED,2023,15409,6769,0.04097346558989427,0.03088169169593763,-0.01746539086713892,0.8626987804532901,0.943288347840922,6769.0
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-03,landsat,2022;2023;2024,2025,W2022_2024,COMPLETED,2024,14475,7703,0.03363980054644933,0.024290161528163354,0.00620507367209704,0.8978649387982858,0.9499776527163042,7703.0
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-03,modis,2022,2025,W2022,NOT_APPLICABLE,NA,NA,NA,NA,NA,NA,NA,NA,
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-03,modis,2023,2025,W2023,NOT_APPLICABLE,NA,NA,NA,NA,NA,NA,NA,NA,
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-03,modis,2024,2025,W2024,NOT_APPLICABLE,NA,NA,NA,NA,NA,NA,NA,NA,
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-03,modis,2022;2023,2025,W2022_2023,COMPLETED,2022,6472,4125,0.018223352602848377,0.01402451059221992,0.010646510994615126,0.8805246236201507,0.961656351712887,4125.0
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-03,modis,2022;2023,2025,W2022_2023,COMPLETED,2023,4125,6472,0.02511326409834544,0.01855265399629296,-0.012098809140972486,0.9106576371072221,0.9671880680060091,6472.0
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-03,modis,2023;2024,2025,W2023_2024,COMPLETED,2023,10000,6907,0.02918552748386647,0.021835124051771484,-0.01762142698070966,0.8989573155792138,0.9700772887070419,6907.0
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-03,modis,2023;2024,2025,W2023_2024,COMPLETED,2024,6907,10000,0.0345780840069317,0.02509226853145688,0.019479618720437814,0.8935684462109252,0.9654134298933005,10000.0
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-03,modis,2022;2023;2024,2025,W2022_2024,COMPLETED,2022,15635,4125,0.014582653977532554,0.010688675406280686,0.001929547523053992,0.9234940887758245,0.9616836287210176,4125.0
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-03,modis,2022;2023;2024,2025,W2022_2024,COMPLETED,2023,13288,6472,0.027230213469580045,0.020411983657796468,-0.015621782811731223,0.8949603662920254,0.9672120779886412,6472.0
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-03,modis,2022;2023;2024,2025,W2022_2024,COMPLETED,2024,10597,9163,0.031128526567748022,0.022076769019592202,0.014764641877993933,0.8999004797732721,0.9627825879591989,9163.0
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-03,sentinel2,2022,2025,W2022,NOT_APPLICABLE,NA,NA,NA,NA,NA,NA,NA,NA,
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-03,sentinel2,2023,2025,W2023,NOT_APPLICABLE,NA,NA,NA,NA,NA,NA,NA,NA,
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-03,sentinel2,2024,2025,W2024,NOT_APPLICABLE,NA,NA,NA,NA,NA,NA,NA,NA,
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-03,sentinel2,2022;2023,2025,W2022_2023,COMPLETED,2022,5540,12020,0.03385495400170588,0.02362068346887159,-0.00010941303902988993,0.8590238328305965,0.9276229055938527,12020.0
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-03,sentinel2,2022;2023,2025,W2022_2023,COMPLETED,2023,12020,5540,0.03902276161421498,0.025511556502020888,0.0013023697291360736,0.8299671875794961,0.9118898807038627,5540.0
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-03,sentinel2,2023;2024,2025,W2023_2024,COMPLETED,2023,7678,5540,0.038989408643783176,0.0257731769665388,0.002359239864497384,0.8302577193394532,0.9118557130244779,5540.0
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-03,sentinel2,2023;2024,2025,W2023_2024,COMPLETED,2024,5540,7678,0.038697111627543086,0.026925735622745643,-0.002022059647208517,0.8865692699635361,0.9421106852679808,7678.0
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-03,sentinel2,2022;2023;2024,2025,W2022_2024,COMPLETED,2022,13218,12020,0.03374256298457775,0.023601830361128586,0.0007173847572557524,0.8599582990101631,0.9276359186925013,12020.0
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-03,sentinel2,2022;2023;2024,2025,W2022_2024,COMPLETED,2023,19698,5540,0.038990666947398084,0.02557502725581632,0.0016277773976310786,0.830246762991084,0.9118737351685691,5540.0
non_overlapping_temporal_composition,primary_matched,multi_aoi,AOI-03,sentinel2,2022;2023;2024,2025,W2022_2024,COMPLETED,2024,17560,7678,0.03855546622894715,0.026650236195998135,-0.0016532656520235319,0.8873981450341755,0.9421303116197968,7678.0
