model,Sensor,AOI,sensor,configuration,history,n,fraction_raw_lt_0,fraction_raw_gt_1,fraction_clipped,raw_prediction_mean,clipped_prediction_mean,prediction_variance_raw,prediction_variance_clipped,unclipped_RMSE,unclipped_MAE,unclipped_Bias,unclipped_R2,unclipped_Pearson_r,clipped_RMSE,clipped_MAE,clipped_Bias,clipped_R2,clipped_Pearson_r,delta_RMSE_clipping
OLS,MODIS,AOI-01,modis,OLS,W2022_2023,19878,0.375238957642,0,0.375238957642,0.000277702877895,0.000448344588529,6.46755808841e-07,3.66580365422e-07,0.00146354621935,0.000714334210943,-6.74022769775e-05,0.294698838614,0.55165869981,0.00140886366214,0.000543692500309,0.000103239433656,0.346418651224,0.677311688038,5.46825572052e-05
OLS,MODIS,AOI-01,modis,OLS,W2023_2024,19878,0.376194788208,0,0.376194788208,0.000206318840757,0.000335081117856,3.63959807951e-07,2.05786438727e-07,0.00150339851939,0.000621843572659,-0.000138786314115,0.255765238544,0.55165869981,0.00147348265649,0.00049308129556,-1.00240370167e-05,0.285089342385,0.677815940714,2.99158629005e-05
OLS,MODIS,AOI-01,modis,OLS,W2022_2024,19878,0.372723614046,0,0.372723614046,0.000234655230685,0.000374577967109,4.44952653736e-07,2.534040341e-07,0.00148712804647,0.000651899165608,-0.000110449924188,0.271786973971,0.55165869981,0.0014507230444,0.000511976429183,2.9472812237e-05,0.307003989912,0.676331104171,3.64050020726e-05
OLS,Sentinel-2,AOI-02,sentinel2,OLS,W2022,18534,0,0,0,0.465214411255,0.465214411255,0.0261488706699,0.0261488706699,0.0605503260564,0.0467095002392,-0.0160328108435,0.873519926224,0.939412039286,0.0605503260564,0.0467095002392,-0.0160328108435,0.873519926224,0.939412039286,0
OLS,Sentinel-2,AOI-02,sentinel2,OLS,W2023,18534,0,0,0,0.496837360374,0.496837360374,0.0266995378319,0.0266995378319,0.0605077659737,0.0470411949172,0.0155901382747,0.873697666326,0.939412039286,0.0605077659737,0.0470411949172,0.0155901382747,0.873697666326,0.939412039286,0
OLS,Sentinel-2,AOI-02,sentinel2,OLS,W2024,18534,0,0,0,0.48656331887,0.48656331887,0.0253616241623,0.0253616241623,0.0586081241975,0.0453224319548,0.00531609677107,0.881503702338,0.939412039286,0.0586081241975,0.0453224319548,0.00531609677107,0.881503702338,0.939412039286,0
OLS,Sentinel-2,AOI-02,sentinel2,OLS,W2022_2023,18534,0,0,0,0.47412288663,0.47412288663,0.0264270797695,0.0264270797695,0.058854149334,0.0452572767896,-0.00712433546931,0.880506766928,0.939412039286,0.058854149334,0.0452572767896,-0.00712433546931,0.880506766928,0.939412039286,0
OLS,Sentinel-2,AOI-02,sentinel2,OLS,W2023_2024,18534,0,0,0,0.489103310825,0.489103310825,0.0255387113951,0.0255387113951,0.058888992705,0.0455779273303,0.00785608872651,0.880365238095,0.939412039286,0.058888992705,0.0455779273303,0.00785608872651,0.880365238095,0.939412039286,0
OLS,Sentinel-2,AOI-02,sentinel2,OLS,W2022_2024,18534,0,0,0,0.478701242381,0.478701242381,0.0261174025115,0.0261174025115,0.0584417571153,0.0450129782799,-0.00254597971776,0.882175483027,0.939412039286,0.0584417571153,0.0450129782799,-0.00254597971776,0.882175483027,0.939412039286,0
OLS,Landsat 8/9,AOI-02,landsat,OLS,W2022,7600,0,0,0,0.491949645631,0.491949645631,0.0199892320094,0.0199892320094,0.056423105515,0.0434866053637,0.00225332892558,0.863945608471,0.929618872029,0.056423105515,0.0434866053637,0.00225332892558,0.863945608471,0.929618872029,0
OLS,Landsat 8/9,AOI-02,landsat,OLS,W2023,7600,0,0,0,0.515054563092,0.515054563092,0.0223022017614,0.0223022017614,0.062223789108,0.0484373797049,0.0253582463862,0.83453295914,0.929618872029,0.062223789108,0.0484373797049,0.0253582463862,0.83453295914,0.929618872029,0
OLS,Landsat 8/9,AOI-02,landsat,OLS,W2024,7600,0,0,0,0.50396062413,0.50396062413,0.0215202473457,0.0215202473457,0.0583223975344,0.0448803572504,0.0142643074249,0.854631827724,0.929618872029,0.0583223975344,0.0448803572504,0.0142643074249,0.854631827724,0.929618872029,0
OLS,Landsat 8/9,AOI-02,landsat,OLS,W2022_2023,7600,0,0,0,0.498835774317,0.498835774317,0.020718332961,0.020718332961,0.0571346197443,0.0439498844081,0.00913945761187,0.860492590278,0.929618872029,0.0571346197443,0.0439498844081,0.00913945761187,0.860492590278,0.929618872029,0
OLS,Landsat 8/9,AOI-02,landsat,OLS,W2023_2024,7600,0,0,0,0.515299049363,0.515299049363,0.0219365030638,0.0219365030638,0.0621950237359,0.048449109867,0.025602732658,0.834685910957,0.929618872029,0.0621950237359,0.048449109867,0.025602732658,0.834685910957,0.929618872029,0
OLS,Landsat 8/9,AOI-02,landsat,OLS,W2022_2024,7600,0,0,0,0.500442125742,0.500442125742,0.0205754919474,0.0205754919474,0.0574005936433,0.0441981409077,0.0107458090365,0.859190693232,0.929618872029,0.0574005936433,0.0441981409077,0.0107458090365,0.859190693232,0.929618872029,0
OLS,MODIS,AOI-02,modis,OLS,W2022,16568,0.000241429261226,0,0.000241429261226,0.511556695043,0.511557473256,0.0266710895606,0.0266702896382,0.0542102900166,0.0425398774543,0.0254499825061,0.896223617925,0.958766501193,0.0542100339992,0.0425390992415,0.0254507607189,0.896224598126,0.958767551298,2.56017404381e-07
OLS,MODIS,AOI-02,modis,OLS,W2023,16568,0.00392322549493,0,0.00392322549493,0.488986218271,0.489037039969,0.0277253875645,0.027674640787,0.0481888833931,0.0370465143164,0.00287950573435,0.917997179378,0.958766501193,0.048153280025,0.036995692619,0.00293032743179,0.91811830682,0.958805308505,3.56033681937e-05
OLS,MODIS,AOI-02,modis,OLS,W2024,16568,0.000241429261226,0,0.000241429261226,0.512500847995,0.512501454111,0.0266950654091,0.0266944414027,0.0546625932174,0.042966497824,0.0263941354581,0.894484678515,0.958766501193,0.054662398712,0.0429658917081,0.026394741574,0.894485429423,0.958767327794,1.94505435591e-07
OLS,MODIS,AOI-02,modis,OLS,W2022_2023,16568,0.000241429261226,0,0.000241429261226,0.504194188615,0.50419494821,0.0259057571369,0.0259049876005,0.0511319305467,0.0397305168331,0.0180874760777,0.907674972595,0.958766501193,0.0511316663191,0.0397297572374,0.0180882356733,0.907675926784,0.958767541693,2.64227653972e-07
OLS,MODIS,AOI-02,modis,OLS,W2023_2024,16568,0.000422501207146,0,0.000422501207146,0.504597579057,0.504600158677,0.026498220923,0.0264955969429,0.0512948018816,0.0398125059575,0.0184908665197,0.907085867148,0.958766501193,0.0512937233724,0.0398099263375,0.0184934461397,0.907089774276,0.958769839351,1.07850916407e-06
OLS,MODIS,AOI-02,modis,OLS,W2022_2024,16568,0.000241429261226,0,0.000241429261226,0.507412197707,0.507413116686,0.0263033248549,0.0263023875567,0.052362189146,0.0408383345385,0.0213054851697,0.903178756782,0.958766501193,0.0523618717323,0.0408374155591,0.0213064041491,0.903179930617,0.958767738635,3.17413626764e-07
OLS,Sentinel-2,AOI-03,sentinel2,OLS,W2022,18857,0.0114546322321,0,0.0114546322321,0.129645675302,0.12975226055,0.00837599517345,0.00834666356632,0.0395853346087,0.0274651921515,-0.0021595963002,0.848775070501,0.921814669773,0.0395187606542,0.0273586069031,-0.00205301105176,0.849283297898,0.922114969878,6.65739545063e-05
OLS,Sentinel-2,AOI-03,sentinel2,OLS,W2023,18857,0.0114546322321,0,0.0114546322321,0.127696429636,0.127800043197,0.0081118318589,0.00808375169726,0.0398505807731,0.027230363136,-0.00410884196656,0.84674168011,0.921814669773,0.0397867121803,0.027126749575,-0.0040052284056,0.847232541176,0.922112203233,6.38685927779e-05
OLS,Sentinel-2,AOI-03,sentinel2,OLS,W2024,18857,0.00758339078326,0,0.00758339078326,0.132213187671,0.132272431633,0.00808466126479,0.00806814551021,0.039654930805,0.028110520311,0.000407916068522,0.848242856646,0.921814669773,0.0396204938215,0.0280512763483,0.000467160031258,0.848506318916,0.922006654347,3.44369835138e-05
OLS,Sentinel-2,AOI-03,sentinel2,OLS,W2022_2023,18857,0.0114546322321,0,0.0114546322321,0.128665508435,0.128768397354,0.00821965785733,0.00819156765653,0.0397102284927,0.0273393716792,-0.00313976316674,0.847819319395,0.921814669773,0.0396465454275,0.027236482761,-0.00303687424851,0.848307030577,0.922109149575,6.36830652791e-05
OLS,Sentinel-2,AOI-03,sentinel2,OLS,W2023_2024,18857,0.00922734263138,0,0.00922734263138,0.13013175582,0.130207829144,0.00807931243069,0.00805838692537,0.0396910814364,0.0276451514651,-0.00167351578202,0.847966037744,0.921814669773,0.0396456664646,0.0275690781413,-0.0015974424582,0.848313756561,0.922049299536,4.5414971788e-05
OLS,Sentinel-2,AOI-03,sentinel2,OLS,W2022_2024,18857,0.00970461897439,0,0.00970461897439,0.129886703587,0.129972678088,0.00817357788962,0.00814994020158,0.0396535592198,0.0275614473917,-0.00191856801562,0.84825335442,0.921814669773,0.0396014265936,0.0274754728899,-0.00183259351373,0.848652095469,0.922071651812,5.21326262653e-05
OLS,Landsat 8/9,AOI-03,landsat,OLS,W2022,14402,0.0163171781697,0,0.0163171781697,0.130863320331,0.131019250416,0.00880017889457,0.00875626375747,0.0353724613069,0.0255421207821,-6.82172948452e-05,0.877605435471,0.936849781078,0.035253270818,0.0253861906968,8.77127904706e-05,0.878428883388,0.937320338978,0.000119190488923
OLS,Landsat 8/9,AOI-03,landsat,OLS,W2023,14402,0.00645743646716,0,0.00645743646716,0.152917412799,0.152989679797,0.0105810852153,0.0105574202915,0.0424268501371,0.0336804474457,0.0219858751738,0.823918734414,0.936849781078,0.0423794086953,0.0336081804479,0.0220581421716,0.824312300217,0.937107049302,4.74414417909e-05
OLS,Landsat 8/9,AOI-03,landsat,OLS,W2024,14402,0.00854048048882,0,0.00854048048882,0.137829202393,0.137917021582,0.00895702490947,0.00893105103927,0.0360271610491,0.0270291550133,0.00689766476721,0.873032767626,0.936849781078,0.0359616853412,0.0269413358243,0.00698548395622,0.873493848372,0.937162382312,6.54757078766e-05
OLS,Landsat 8/9,AOI-03,landsat,OLS,W2022_2023,14402,0.0115261769199,0,0.0115261769199,0.139860950077,0.13998025519,0.00960979924083,0.00957391965569,0.0366202362077,0.0276075051922,0.00892941245106,0.86881811909,0.936849781078,0.0365314344673,0.0274882000782,0.009048717565,0.869453563111,0.937226964158,8.88017404261e-05
OLS,Landsat 8/9,AOI-03,landsat,OLS,W2023_2024,14402,0.00729065407582,0,0.00729065407582,0.143888659861,0.143965533406,0.00952625988466,0.0095025536289,0.0377697292745,0.0291171382553,0.012957122235,0.86045338221,0.936849781078,0.0377143325024,0.0290402647099,0.0130339957804,0.860862427402,0.937128515658,5.53967721152e-05
OLS,Landsat 8/9,AOI-03,landsat,OLS,W2022_2024,14402,0.00979030690182,0,0.00979030690182,0.139017192886,0.139122906739,0.00933973801097,0.00930816500651,0.0363240229091,0.0273374029332,0.00808565526092,0.870931740703,0.936849781078,0.0362452988639,0.0272316890806,0.00819136911346,0.871490586562,0.937200006443,7.87240452055e-05
OLS,MODIS,AOI-03,modis,OLS,W2022,17860,0.0133258678611,0,0.0133258678611,0.143230628768,0.143351051343,0.00899061276683,0.00895423711517,0.0293116701408,0.023516941921,0.0111211099343,0.918700440987,0.965540566884,0.0292322838043,0.0233965193463,0.0112415325089,0.919140220377,0.966007392369,7.93863365082e-05
OLS,MODIS,AOI-03,modis,OLS,W2023,17860,0.0101903695409,0,0.0101903695409,0.152139716504,0.152231882767,0.00976109873609,0.00973164786009,0.0334246358243,0.027644149928,0.0200301976705,0.894284071436,0.965540566884,0.0333733073142,0.0275519836651,0.0201223639335,0.894608507265,0.965899934508,5.13285101637e-05
OLS,MODIS,AOI-03,modis,OLS,W2024,17860,0.0310750279955,0,0.0310750279955,0.127542081105,0.127849541603,0.00818450416919,0.00810067270443,0.0285291592784,0.0206906718358,-0.00456743772878,0.922983281946,0.965540566884,0.0282901187306,0.0203832113382,-0.00425997723112,0.924268492689,0.966580831796,0.000239040547827
OLS,MODIS,AOI-03,modis,OLS,W2022_2023,17860,0.0120380739082,0,0.0120380739082,0.147762754134,0.147875463586,0.00945787671808,0.0094227961646,0.0310618175433,0.025340456132,0.0156532353001,0.908702099784,0.965540566884,0.0309921216978,0.0252277466801,0.015765944752,0.909111344714,0.965972638209,6.96958455853e-05
OLS,MODIS,AOI-03,modis,OLS,W2023_2024,17860,0.0141657334826,0,0.0141657334826,0.139334363588,0.139460994492,0.00858766517003,0.0085504211946,0.0284849943025,0.0223969506714,0.00722484475423,0.923221551055,0.965540566884,0.0283988614213,0.0222703197669,0.00735147565878,0.92368517415,0.96603693169,8.61328812528e-05
OLS,MODIS,AOI-03,modis,OLS,W2022_2024,17860,0.0133258678611,0,0.0133258678611,0.140537475599,0.140656039034,0.00865921517643,0.00862407312412,0.0287280148678,0.0227536023901,0.00842795676511,0.921905887399,0.965540566884,0.0286488168816,0.022635038955,0.00854652020018,0.922335876812,0.966008661645,7.91979861935e-05
